Instruction,Input,Output,materi,question_id,Template,correct_answer
Create a python function which takes a list as an argument and returns the largest number in the list.,"numbers = [20, 9, 5, 10]","def largest_number(numbers):
    largest = numbers[0]
    for num in numbers:
        if num > largest:
            largest = num
    return largest

largest = largest_number(numbers)
print('The largest number in the list is: ', largest)",Data Structure,2855,"def largest_number(numbers):
    largest = numbers[0]
    for num in numbers:
        if num > largest:
            largest = num
    return largest

largest = largest_number(numbers)
print('The largest number in the list ___: ', largest)",is
Create a Python script that orders a list of strings alphabetically from a to z.,"[""Banana"", ""Apple"", ""Orange"", ""Pear""]","def sort_list(list):
    list.sort()
    return list

sorted_list = sort_list([""Banana"", ""Apple"", ""Orange"", ""Pear""])
print(sorted_list)",Data Structure,2871,"def sort_list(list):
    list.sort()
    return list ___ = sort_list([""Banana"", ""Apple"", ""Orange"", ""Pear""])
print(sorted_list)",sorted_list
Use Python to sort the list of words in descending alphabetical order.,"correct, tango, apple, banana","words = [""correct"", ""tango"", ""apple"", ""banana""] 

# Sort words in reverse alphabetical order 
words.sort(reverse=True) 

# Print list in descending order 
print(words)",Data Structure,2879,"words = [""correct"", ""tango"", ""apple"", ""banana""] 

# Sort words in reverse alphabetical order 
words.sort(reverse=True) 

# Print list ___ descending order 
print(words)",in
Write a Python function that takes an array of integers as input and computes the average of the elements.,"array = [1, 2, 3, 4]","def compute_average(arr):
 sum = 0
 for i in arr:
 sum += i
 return sum / len(arr)
 
 arr = [1, 2, 3, 4]
 avg = compute_average(arr)
 print(""Average of array elements is:"", avg)",Data Structure,2961,"def compute_average(arr):
 sum = 0
 for i in arr:
 sum += i
 return sum / len(arr)
 
 arr = [1, 2, 3, 4]
 avg = compute_average(arr)
 print(""Average of array ___ is:"", avg)",elements
Write a function in Python to return the kth smallest element in the given array.,"arr = [7, 10, 4, 3, 20, 15]
k=3","def find_kth_smallest(arr, k):
    """"""
    This function finds the kth smallest element in an array. 
    :param arr: array of integers
    :param k: integer
    :return: kth smallest element
    """"""
    sorted_arr = sorted(arr)
    return sorted_arr[k-1]",Data Structure,2969,"def find_kth_smallest(arr, k):
    """"""
    This function finds the kth smallest element in an array. 
    :param arr: array ___ integers
    :param k: integer
    :return: kth smallest element
    """"""
    sorted_arr = sorted(arr)
    return sorted_arr[k-1]",of
Generate an efficient python code which finds the most frequent element in an array.,"arr = [3, 2, 1, 3, 4, 2]","# Find the most frequent element in the array
most_freq = 0
count = 0

for x in arr:
    freq = arr.count(x)
    if freq > count:
        most_freq = x
        count = freq

# Print the most frequent element
print(""Most frequent element:"",most_freq)",Data Structure,2977,"# Find the most frequent element in the array ___ = 0
count = 0

for x in arr:
    freq = arr.count(x)
    if freq > count:
        most_freq = x
        count = freq

# Print the most frequent element
print(""Most frequent element:"",most_freq)",most_freq
Write a code to remove a specific value from a list in Python.,"mylist = [10, 20, 30, 40, 10]
value = 10","mylist = [10, 20, 30, 40, 10]
value_to_remove = 10

# new list after value is removed
new_list = [item for item in mylist if item != value_to_remove] 

print(new_list)",Data Structure,2991,"mylist = [10, 20, 30, 40, 10]
value_to_remove = 10

# new list ___ value is removed
new_list = [item for item in mylist if item != value_to_remove] 

print(new_list)",after
Use Python loops to generate a new list containing the square of all numbers in the following list.,"list = [1,2,3,4,5]","""""""
Generate a new list containing the square of all numbers in a list
""""""
# input list
in_list = [1,2,3,4,5]

# output list
out_list = []

# loop over the input list
for i in in_list:
    # calculate the square of the element and append it to output list
    out_list.append(i**2)

# print the output list
print(out_list)",Data Structure,3044,"""""""
Generate a new list ___ the square of all numbers in a list
""""""
# input list
in_list = [1,2,3,4,5]

# output list
out_list = []

# loop over the input list
for i in in_list:
    # calculate the square of the element and append it to output list
    out_list.append(i**2)

# print the output list
print(out_list)",containing
Construct a python program which takes in input the size of a jagged array and prints it(no values).,<noInpit>,"def print_jagged_array(array_size):    
    # Initialize a jagged array with the given size
    array = [None] * array_size
    
    # Populate the array with empty arrays
    for i in range(array_size):
        array[i] = []
    
    # Print the output array
    print(array)

if __name__ == ""__main__"":
    array_size = 4
    print_jagged_array(array_size)",Data Structure,3067,"def print_jagged_array(array_size):    
    # Initialize a jagged array ___ the given size
    array = [None] * array_size
    
    # Populate the array with empty arrays
    for i in range(array_size):
        array[i] = []
    
    # Print the output array
    print(array)

if __name__ == ""__main__"":
    array_size = 4
    print_jagged_array(array_size)",with
"Generate a function in Python that takes an unsorted list of integers, and sorts it using a bubble sort algorithm.","[9, 4, 5, 1, 0]","def bubble_sort(list):
  for i in range(len(list)-1):
    for j in range(len(list)-i-1):
      if list[j] > list[j+1]:
        temp = list[j]
        list[j] = list[j+1]
        list[j+1] = temp
  return list
  
print(bubble_sort([9, 4, 5, 1, 0])) // [0, 1, 4, 5, 9]",Data Structure,3087,"def bubble_sort(list):
  for i in range(len(list)-1):
    for j in range(len(list)-i-1):
      if list[j] > list[j+1]:
        temp = list[j]
        list[j] = list[j+1]
        list[j+1] = temp
  return list ___(bubble_sort([9, 4, 5, 1, 0])) // [0, 1, 4, 5, 9]",print
"Craft a program in Python to take in a list of integers, and return the sum of the even numbers in the list.","[1, 2, 3, 4, 5]","def sum_even(arr):
    '''
    Function to calculate the sum of even numbers in an array
    
    Parameters
    arr: list of integers
    
    Returns
    sum of even numbers in the array
    '''
    total = 0
    for num in arr:
        if num % 2 == 0:
            total += num
    return total",Data Structure,3096,"def sum_even(arr):
    '''
    Function to calculate the sum of even numbers in an array ___
    arr: list of integers
    
    Returns
    sum of even numbers in the array
    '''
    total = 0
    for num in arr:
        if num % 2 == 0:
            total += num
    return total",Parameters
Compose a Python program to move zeros in a given list to the end.,"[1,0,2,3,0,4,5,0]","def move_zeroes(nums):
    """"""
    Moves all the zeros in a given list to the end.
    @param nums: List
    @return: List
    """"""
    i = 0
    for num in nums:
        if num != 0:
            nums[i] = num
            i += 1
    while i < len(nums):
        nums[i] = 0
        i += 1
    return nums",Data Structure,3108,"def move_zeroes(nums):
    """"""
    Moves all the zeros in a given list ___ the end.
    @param nums: List
    @return: List
    """"""
    i = 0
    for num in nums:
        if num != 0:
            nums[i] = num
            i += 1
    while i < len(nums):
        nums[i] = 0
        i += 1
    return nums",to
Develop a Python program to check if a list contains any duplicates,"nums = [1, 4, 5, 1]","def contains_duplicates(nums):
    seen = set()
    for num in nums:
        if num in seen:
            return True
        seen.add(num)
    return False

if __name__ == '__main__':
    nums = [1, 4, 5, 1]
    contains = contains_duplicates(nums)
    if contains:
        print('The list contains duplicates.')
    else:
        print('The list doesn\'t contain duplicates.')",Data Structure,3120,"def contains_duplicates(nums):
    seen = set()
    for num in nums:
        if num in seen:
            return True
        seen.add(num)
    return False

if __name__ == '__main__':
    nums = [1, 4, 5, 1]
    contains = contains_duplicates(nums)
    if contains:
        print('The list ___ duplicates.')
    else:
        print('The list doesn\'t contain duplicates.')",contains
Generate a Python program to find the maximum number in a given set of numbers.,"7, 6, 5, 9, 8","def find_maximum(nums):
    # Initialize the maximum number 
    max_num = nums[0]
    # Loop through the list
    for num in nums:
        # Check if the current number is bigger
        if num > max_num:
            # If it is, save the number
            max_num = num

    return max_num

# call the function
maximum = find_maximum(nums)
print(""The maximum is "" + str(maximum))",Data Structure,3168,"def find_maximum(nums):
    # Initialize the maximum number 
    max_num = nums[0]
    # Loop through the list ___ num in nums:
        # Check if the current number is bigger
        if num > max_num:
            # If it is, save the number
            max_num = num

    return max_num

# call the function
maximum = find_maximum(nums)
print(""The maximum is "" + str(maximum))",for
"Given a list of student records consisting of student name, roll number, and marks, write a Python program to sort the records based on marks in descending order.","records = [['John Doe', 1, 92], ['Anna Smith', 2, 91], ['Jim Green', 3, 87]]","def sort_by_marks(records):
    # Sort the records list according to the marks 
    sorted_records =sorted(records, key = lambda x: x[2], reverse=True)

    # Return the sorted list
    return sorted_records",Data Structure,3180,"def sort_by_marks(records):
    # Sort the records list ___ to the marks 
    sorted_records =sorted(records, key = lambda x: x[2], reverse=True)

    # Return the sorted list
    return sorted_records",according
Design a linear search algorithm in Python that returns the index of an item in an array.,"arr = [1,2,3,4,5]","def linear_search(arr, target):
    """"""
    Searches through a given input array to find the index of a provided target number.
    Returns -1 if the target number is not found.
    """"""
    for i in range(len(arr)):
        if arr[i] == target:
            return i
    return -1",Data Structure,3213,"def linear_search(arr, target):
    """"""
    Searches through a given input array ___ find the index of a provided target number.
    Returns -1 if the target number is not found.
    """"""
    for i in range(len(arr)):
        if arr[i] == target:
            return i
    return -1",to
Create a method in Python to search through a list and return all elements which are divisible by 5.,"[4, 9, 5, 20, 21, 33]","def find_division_by_5(lst):
    """"""Search through a list and return all elements which are divisible by 5""""""
    result = []
    for item in lst:
        if item % 5 == 0:
            result.append(item)
    
    return result
    
if __name__ == '__main__':
    lst = [4, 9, 5, 20, 21, 33]
    print(find_division_by_5(lst))",Data Structure,3258,"def find_division_by_5(lst):
    """"""Search through a list ___ return all elements which are divisible by 5""""""
    result = []
    for item in lst:
        if item % 5 == 0:
            result.append(item)
    
    return result
    
if __name__ == '__main__':
    lst = [4, 9, 5, 20, 21, 33]
    print(find_division_by_5(lst))",and
